airline,source,destination,duration,total_stops,additional_info,dep_time_hour,dep_time_min,dtoj_day,dtoj_month,dtoj_year,price
Vistara,kolkata,banglore,865,1,no info,20,20,21,5,2019,9187
Air India,chennai,kolkata,135,0,no info,11,40,15,5,2019,4667
Vistara,kolkata,banglore,1595,1,no info,20,20,1,4,2019,7770
Vistara,kolkata,banglore,530,1,no info,9,55,24,3,2019,16092
Indigo,delhi,cochin,965,1,no info,4,55,1,6,2019,6314
Jet Airways,delhi,cochin,540,1,no info,10,0,3,6,2019,14714
Air India,delhi,cochin,970,2,no info,17,15,27,3,2019,6057
Jet Airways,delhi,cochin,450,1,in-flight meal not included,11,30,21,5,2019,12898
Multiple Carriers,delhi,cochin,450,1,no info,8,0,3,3,2019,17057
Air Asia,kolkata,banglore,150,0,no info,22,50,15,6,2019,3807
Multiple Carriers,delhi,cochin,480,1,no info,13,0,6,6,2019,13587
Spicejet,kolkata,banglore,435,1,no info,11,35,12,5,2019,8479
Jet Airways,delhi,cochin,1125,2,in-flight meal not included,9,40,18,5,2019,13029
Vistara,kolkata,banglore,1555,1,no info,7,10,1,5,2019,8452
Indigo,banglore,delhi,165,0,no info,6,5,27,4,2019,4423
Indigo,mumbai,hyderabad,95,0,no info,20,5,24,6,2019,2227
Jet Airways,delhi,cochin,1395,1,no info,19,45,9,6,2019,14924
Vistara,kolkata,banglore,765,1,no info,20,20,6,6,2019,8452
Jet Airways,delhi,cochin,1595,1,in-flight meal not included,10,0,18,5,2019,12373
Jet Airways,mumbai,hyderabad,90,0,no info,19,40,9,3,2019,5678
Jet Airways,kolkata,banglore,1655,1,in-flight meal not included,20,0,9,6,2019,10844
Jet Airways,banglore,new delhi,695,1,no info,21,25,18,3,2019,13555
Air India,kolkata,banglore,875,2,no info,5,50,12,5,2019,12513
Indigo,delhi,cochin,195,0,no info,5,35,18,6,2019,5000
Jet Airways,kolkata,banglore,1660,1,in-flight meal not included,18,55,18,5,2019,10844
Jet Airways,delhi,cochin,830,2,no info,14,35,12,6,2019,13376
Air India,delhi,cochin,640,1,no info,21,0,3,6,2019,8372
Jet Airways,kolkata,banglore,740,1,in-flight meal not included,8,25,6,6,2019,10844
Jet Airways,kolkata,banglore,735,1,no info,20,0,1,4,2019,12681
Indigo,delhi,cochin,295,1,no info,5,10,9,6,2019,6496
Indigo,delhi,cochin,560,1,no info,6,50,27,4,2019,6442
Indigo,delhi,cochin,575,1,no info,16,0,9,3,2019,13611
Jet Airways,kolkata,banglore,1495,1,no info,18,55,12,6,2019,13044
Indigo,delhi,cochin,975,1,no info,9,15,15,5,2019,7503
Multiple Carriers,delhi,cochin,920,1,no info,7,10,24,6,2019,6723
Jet Airways,kolkata,banglore,1690,1,no info,14,5,9,5,2019,13584
Jet Airways,delhi,cochin,335,1,in-flight meal not included,22,50,9,6,2019,10262
Jet Airways,kolkata,banglore,800,1,no info,18,55,12,6,2019,13044
Jet Airways,delhi,cochin,810,2,in-flight meal not included,5,30,9,5,2019,13029
Multiple Carriers,delhi,cochin,760,1,no info,12,50,15,5,2019,7670
Multiple Carriers,delhi,cochin,675,1,no info,8,0,15,5,2019,14533
Jet Airways,delhi,cochin,425,2,in-flight meal not included,5,30,27,6,2019,13344
Jet Airways,kolkata,banglore,1285,1,in-flight meal not included,18,55,6,6,2019,10844
Indigo,delhi,cochin,845,1,no info,11,25,6,5,2019,6979
Jet Airways,banglore,delhi,175,0,no info,11,10,9,6,2019,8016
Multiple Carriers,delhi,cochin,505,1,no info,10,35,15,6,2019,10877
Goair,delhi,cochin,355,1,no info,7,25,21,5,2019,5842
Air India,kolkata,banglore,1615,1,no info,17,30,18,5,2019,10623
Jet Airways,delhi,cochin,1615,2,no info,9,40,18,5,2019,15129
Spicejet,banglore,new delhi,475,1,no info,10,20,15,3,2019,10341
Indigo,delhi,cochin,615,1,no info,10,45,27,3,2019,6838
Indigo,kolkata,banglore,155,0,no info,20,20,21,6,2019,4804
Jet Airways,banglore,new delhi,930,1,in-flight meal not included,18,55,12,3,2019,11087
Indigo,banglore,delhi,165,0,no info,6,5,9,5,2019,4077
Goair,banglore,new delhi,175,0,no info,20,55,3,3,2019,7222
Vistara,banglore,new delhi,165,0,no info,9,50,15,3,2019,6138
Jet Airways,delhi,cochin,1110,1,no info,9,55,27,3,2019,12242
Air Asia,delhi,cochin,470,1,no info,7,55,3,6,2019,8759
Spicejet,kolkata,banglore,140,0,no check-in baggage included,22,20,27,3,2019,3815
Multiple Carriers,delhi,cochin,465,1,no info,17,45,3,6,2019,7530
Indigo,banglore,delhi,170,0,no info,8,30,21,5,2019,4823
Spicejet,chennai,kolkata,140,0,no info,17,45,3,3,2019,7298
Jet Airways,kolkata,banglore,1215,1,in-flight meal not included,8,25,1,5,2019,8586
Multiple Carriers,delhi,cochin,650,1,no info,8,0,27,3,2019,11667
Indigo,kolkata,banglore,155,0,no info,4,40,24,5,2019,4804
Jet Airways,delhi,cochin,1475,2,no info,19,10,27,3,2019,10976
Jet Airways,kolkata,banglore,735,1,no info,20,0,15,5,2019,13941
Jet Airways,banglore,delhi,180,0,in-flight meal not included,19,50,27,6,2019,7229
Air India,delhi,cochin,1580,2,no info,16,55,24,6,2019,13381
Jet Airways,delhi,cochin,195,0,in-flight meal not included,11,0,18,5,2019,7202
Jet Airways,delhi,cochin,745,1,no info,16,0,3,6,2019,14714
Indigo,banglore,new delhi,295,1,no info,12,10,1,3,2019,9694
Spicejet,mumbai,hyderabad,90,0,no info,13,15,15,6,2019,2017
Vistara,banglore,delhi,160,0,no info,7,0,27,4,2019,5613
Goair,kolkata,banglore,455,1,no info,16,40,9,5,2019,8777
Jet Airways,delhi,cochin,425,2,in-flight meal not included,5,30,18,5,2019,15544
Goair,kolkata,banglore,460,1,no info,16,25,24,3,2019,10198
Indigo,mumbai,hyderabad,90,0,no info,19,5,9,5,2019,4392
Indigo,delhi,cochin,275,1,no info,7,35,24,4,2019,5073
Indigo,banglore,delhi,175,0,no info,7,10,6,5,2019,4823
Vistara,kolkata,banglore,1655,1,no info,7,10,12,6,2019,8452
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,19,35,24,5,2019,3210
Spicejet,banglore,delhi,160,0,no info,5,55,24,6,2019,3625
Air India,mumbai,hyderabad,710,2,no info,5,5,6,3,2019,16697
Spicejet,banglore,delhi,175,0,no check-in baggage included,21,10,9,6,2019,3919
Jet Airways,delhi,cochin,1775,2,no info,13,25,27,5,2019,15129
Multiple Carriers,delhi,cochin,720,1,no info,9,0,1,6,2019,7933
Jet Airways,banglore,new delhi,450,1,in-flight meal not included,5,45,21,3,2019,7832
Jet Airways,kolkata,banglore,1520,1,no info,9,35,9,6,2019,14151
Jet Airways,kolkata,banglore,1415,1,in-flight meal not included,21,10,15,5,2019,10844
Jet Airways,delhi,cochin,1280,1,in-flight meal not included,7,5,6,6,2019,10262
Spicejet,banglore,delhi,170,0,no check-in baggage included,9,30,1,6,2019,3919
Jet Airways,kolkata,banglore,585,1,in-flight meal not included,18,55,9,6,2019,9663
Indigo,delhi,cochin,195,0,no info,14,20,9,6,2019,5601
Vistara,kolkata,banglore,1555,1,no info,7,10,6,6,2019,8452
Jet Airways,delhi,cochin,1705,2,no info,8,10,12,6,2019,14300
Air India,delhi,cochin,2295,2,no info,5,0,21,5,2019,9968
Indigo,kolkata,banglore,160,0,no info,20,25,24,3,2019,8872
Jet Airways,banglore,new delhi,890,1,1 long layover,18,40,1,3,2019,31825
Multiple Carriers,delhi,cochin,925,1,no info,7,5,18,5,2019,10348
Indigo,banglore,delhi,165,0,no info,1,30,24,4,2019,3419
Jet Airways,kolkata,banglore,570,1,in-flight meal not included,14,5,24,5,2019,10844
Jet Airways,banglore,new delhi,1480,1,in-flight meal not included,7,0,15,3,2019,7832
Air Asia,delhi,cochin,625,1,no info,20,45,12,6,2019,6152
Multiple Carriers,delhi,cochin,385,1,in-flight meal not included,12,50,24,6,2019,7268
Vistara,chennai,kolkata,140,0,no info,17,45,1,5,2019,11982
Jet Airways,delhi,cochin,1005,1,in-flight meal not included,2,15,1,6,2019,10262
Jet Airways,delhi,cochin,1525,2,no info,17,35,24,6,2019,13922
Goair,delhi,cochin,365,1,no info,7,30,9,6,2019,6276
Air India,mumbai,hyderabad,905,1,no info,6,10,6,3,2019,16666
Jet Airways,delhi,cochin,1430,2,no info,19,10,21,5,2019,15129
Multiple Carriers,delhi,cochin,520,1,no info,10,35,9,4,2019,6106
Air India,kolkata,banglore,535,2,no info,9,25,1,5,2019,8366
Air India,kolkata,banglore,1700,2,no info,9,25,21,5,2019,11542
Jet Airways,banglore,new delhi,1165,1,no info,14,5,6,3,2019,17261
Air India,banglore,new delhi,2120,3,no info,6,45,12,3,2019,13387
Indigo,kolkata,banglore,325,1,no info,18,5,24,5,2019,6218
Spicejet,banglore,delhi,175,0,no check-in baggage included,21,10,18,4,2019,5515
Air India,delhi,cochin,640,1,no info,21,0,18,5,2019,8372
Jet Airways,delhi,cochin,1620,2,no info,9,35,27,5,2019,14657
Jet Airways,banglore,new delhi,1090,1,no info,14,5,18,3,2019,12284
Jet Airways,kolkata,banglore,945,1,in-flight meal not included,16,30,18,5,2019,8586
Spicejet,kolkata,banglore,315,1,no info,15,5,1,4,2019,4649
Spicejet,banglore,delhi,160,0,no check-in baggage included,5,55,15,5,2019,3257
Air India,banglore,new delhi,1475,1,no info,8,15,3,3,2019,6781
Indigo,mumbai,hyderabad,90,0,no info,2,30,21,3,2019,3603
Indigo,banglore,delhi,170,0,no info,22,10,9,6,2019,3749
Indigo,delhi,cochin,895,1,no info,10,35,9,6,2019,6104
Air Asia,delhi,cochin,625,1,no info,20,45,9,4,2019,6451
Indigo,banglore,delhi,175,0,no info,18,55,6,4,2019,4823
Multiple Carriers,delhi,cochin,900,1,no info,6,0,27,5,2019,8475
Multiple Carriers,delhi,cochin,835,1,no info,7,5,21,3,2019,13062
Indigo,banglore,delhi,175,0,no info,7,10,27,6,2019,4823
Indigo,banglore,delhi,165,0,no info,6,5,6,4,2019,4423
Multiple Carriers,delhi,cochin,515,1,no info,17,0,9,3,2019,14343
Jet Airways,kolkata,banglore,800,1,in-flight meal not included,20,0,6,5,2019,9663
Jet Airways,kolkata,banglore,395,1,in-flight meal not included,17,0,9,5,2019,7341
Indigo,mumbai,hyderabad,90,0,no info,19,5,12,6,2019,2754
Air India,kolkata,banglore,955,2,no info,9,25,6,5,2019,11458
Goair,banglore,new delhi,175,0,no info,11,40,24,3,2019,3898
Jet Airways,kolkata,banglore,1295,1,no info,20,25,12,5,2019,14151
Air Asia,delhi,cochin,865,1,no info,16,45,9,5,2019,7353
Jet Airways,banglore,new delhi,1050,1,in-flight meal not included,16,55,18,3,2019,11087
Multiple Carriers,delhi,cochin,385,1,no info,12,50,3,6,2019,9001
Jet Airways,delhi,cochin,540,1,no info,10,0,21,5,2019,16079
Indigo,delhi,cochin,305,1,no info,20,25,1,4,2019,5073
Multiple Carriers,delhi,cochin,460,1,no info,4,55,12,6,2019,10678
Multiple Carriers,delhi,cochin,910,1,no info,10,20,6,6,2019,6795
Air India,delhi,cochin,1470,2,no info,18,45,1,6,2019,12940
Jet Airways,delhi,cochin,1475,2,no info,19,10,27,3,2019,9483
Indigo,banglore,delhi,170,0,no info,23,30,27,5,2019,3943
Multiple Carriers,delhi,cochin,385,1,in-flight meal not included,12,50,27,6,2019,7268
Jet Airways,delhi,cochin,1000,2,no info,11,45,15,6,2019,13882
Jet Airways,delhi,cochin,450,1,no info,11,30,27,6,2019,14714
Air India,kolkata,banglore,580,1,no info,19,0,1,5,2019,6117
Air India,kolkata,banglore,1515,1,no info,12,0,21,5,2019,7662
Multiple Carriers,delhi,cochin,460,2,no info,17,50,9,6,2019,18485
Indigo,kolkata,banglore,290,1,no info,8,10,9,6,2019,5069
Jet Airways,delhi,cochin,1195,2,no info,23,5,1,5,2019,15129
Vistara,banglore,new delhi,160,0,no info,7,0,24,3,2019,5403
Air India,banglore,new delhi,1510,1,no info,11,50,21,3,2019,5092
Air India,kolkata,banglore,1440,1,no info,14,35,6,6,2019,6528
Spicejet,chennai,kolkata,140,0,no info,17,45,12,3,2019,6300
Spicejet,banglore,new delhi,170,0,no info,20,30,24,3,2019,3925
Jet Airways,banglore,delhi,185,0,in-flight meal not included,18,55,12,6,2019,5769
Indigo,delhi,cochin,665,1,no info,5,5,3,6,2019,6818
Jet Airways,delhi,cochin,1025,2,no info,19,30,27,6,2019,13764
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,10,20,15,5,2019,4995
Air India,banglore,new delhi,1620,3,no info,5,50,1,3,2019,13081
Indigo,delhi,cochin,305,1,no info,20,25,6,4,2019,5073
Multiple Carriers,delhi,cochin,555,1,no info,13,15,3,6,2019,9646
Air India,delhi,cochin,615,1,no info,9,0,1,6,2019,10454
Indigo,delhi,cochin,320,1,no info,17,5,12,6,2019,6147
Indigo,kolkata,banglore,220,1,no info,19,35,9,6,2019,5276
Air Asia,delhi,cochin,330,1,no info,16,45,9,3,2019,8327
Indigo,kolkata,banglore,165,0,no info,10,10,3,3,2019,6565
Spicejet,banglore,delhi,170,0,no check-in baggage included,9,30,1,4,2019,3919
Air India,kolkata,banglore,675,1,no info,9,50,1,4,2019,8030
Indigo,delhi,cochin,350,1,no info,7,30,27,3,2019,8227
Spicejet,banglore,delhi,175,0,no info,21,10,3,4,2019,3971
Jet Airways,banglore,new delhi,280,1,in-flight meal not included,5,45,15,3,2019,9134
Multiple Carriers,delhi,cochin,920,1,no info,7,10,15,5,2019,6513
Jet Airways,delhi,cochin,660,1,in-flight meal not included,8,0,21,5,2019,12898
Jet Airways,delhi,cochin,810,2,no info,5,30,9,4,2019,10909
Air India,delhi,cochin,2240,2,no info,5,55,9,6,2019,10493
Multiple Carriers,delhi,cochin,840,1,no info,11,30,27,6,2019,13377
Air India,kolkata,banglore,805,1,no info,7,0,21,5,2019,11096
Jet Airways,kolkata,banglore,520,1,no info,20,0,1,5,2019,13941
Indigo,banglore,delhi,165,0,no info,1,30,18,5,2019,5780
Indigo,delhi,cochin,195,0,no info,5,35,1,6,2019,6541
Spicejet,kolkata,banglore,140,0,no check-in baggage included,22,20,15,5,2019,3841
Air Asia,delhi,cochin,345,1,no info,16,45,21,5,2019,8028
Indigo,delhi,cochin,750,1,no info,8,30,3,6,2019,6416
Jet Airways,delhi,cochin,1620,1,in-flight meal not included,16,0,27,5,2019,12898
Air Asia,banglore,new delhi,170,0,no info,5,50,18,3,2019,4284
Vistara,kolkata,banglore,385,1,no info,17,0,6,5,2019,8085
Air India,delhi,cochin,865,2,no info,17,15,21,3,2019,8052
Indigo,mumbai,hyderabad,90,0,no info,9,10,27,3,2019,4392
Jet Airways,kolkata,banglore,400,1,no info,14,5,12,5,2019,14781
Air Asia,kolkata,banglore,150,0,no info,19,55,1,5,2019,5989
Air India,delhi,cochin,1380,2,no info,20,15,6,6,2019,13591
Air Asia,banglore,delhi,170,0,no info,23,55,3,6,2019,7120
Indigo,delhi,cochin,570,1,no info,16,0,12,6,2019,6316
Indigo,kolkata,banglore,170,0,no info,5,30,9,3,2019,4148
Air Asia,kolkata,banglore,955,1,no info,7,35,12,6,2019,5192
Multiple Carriers,delhi,cochin,705,1,no info,7,30,18,5,2019,7564
Jet Airways,banglore,delhi,180,0,in-flight meal not included,17,45,15,5,2019,4030
Air India,delhi,cochin,1180,2,no info,12,0,6,6,2019,8603
Jet Airways,kolkata,banglore,1430,1,in-flight meal not included,16,30,12,5,2019,10844
Jet Airways,kolkata,banglore,1480,1,no info,20,25,18,5,2019,14151
Jet Airways,kolkata,banglore,575,1,no info,9,35,12,5,2019,14151
Indigo,delhi,cochin,305,1,no info,23,30,18,5,2019,10958
Indigo,delhi,cochin,560,1,no info,6,50,1,6,2019,6442
Air India,kolkata,banglore,150,0,no info,14,15,18,3,2019,5170
Multiple Carriers,delhi,cochin,520,1,no info,10,35,24,6,2019,7155
Air India,delhi,cochin,1470,2,no info,18,45,15,5,2019,13307
Air India,kolkata,banglore,965,1,no info,19,0,3,4,2019,4227
Multiple Carriers,delhi,cochin,555,1,no info,10,0,3,6,2019,14848
Air India,banglore,delhi,170,0,no info,13,20,3,6,2019,6961
Air India,kolkata,banglore,555,1,no info,7,0,12,6,2019,11936
Multiple Carriers,delhi,cochin,780,1,no info,6,0,27,5,2019,11264
Indigo,delhi,cochin,895,1,no info,10,35,27,5,2019,6104
Indigo,delhi,cochin,275,1,no info,5,35,3,3,2019,13753
Indigo,mumbai,hyderabad,90,0,no info,6,25,12,5,2019,4049
Indigo,banglore,delhi,175,0,no info,18,25,21,5,2019,4823
Multiple Carriers,delhi,cochin,545,1,no info,7,5,3,6,2019,10696
Jet Airways,delhi,cochin,1375,2,in-flight meal not included,5,30,12,6,2019,10368
Air India,banglore,new delhi,1545,2,no info,8,50,18,3,2019,11885
Jet Airways,banglore,delhi,180,0,in-flight meal not included,7,10,3,4,2019,4544
Air India,delhi,cochin,2280,3,no info,5,15,9,5,2019,10703
Indigo,banglore,delhi,180,0,no info,16,55,21,6,2019,4990
Spicejet,mumbai,hyderabad,90,0,no info,22,45,27,5,2019,2017
Spicejet,kolkata,banglore,150,0,no check-in baggage included,17,10,21,5,2019,3841
Jet Airways,kolkata,banglore,735,1,no info,20,0,6,5,2019,14388
Multiple Carriers,delhi,cochin,395,1,no info,19,0,3,3,2019,15288
Air India,delhi,cochin,1275,2,no info,22,0,27,5,2019,10651
Multiple Carriers,delhi,cochin,645,1,no info,8,30,27,5,2019,9149
Indigo,delhi,cochin,310,1,no info,17,5,15,4,2019,5912
Air India,kolkata,banglore,1700,2,no info,9,25,12,5,2019,12592
Air India,kolkata,banglore,1100,1,no info,16,50,12,6,2019,8366
Jet Airways,delhi,cochin,1355,1,in-flight meal not included,14,0,9,6,2019,10262
Indigo,delhi,cochin,300,1,no info,16,0,15,5,2019,6069
Jet Airways,mumbai,hyderabad,85,0,in-flight meal not included,7,5,18,6,2019,4995
Indigo,delhi,cochin,295,1,no info,5,10,15,5,2019,6496
Multiple Carriers,delhi,cochin,555,1,no info,10,0,27,6,2019,14848
Jet Airways,kolkata,banglore,1155,1,in-flight meal not included,14,5,9,5,2019,9663
Air Asia,delhi,cochin,870,1,no info,7,55,27,4,2019,6451
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,13,15,21,6,2019,1965
Jet Airways,kolkata,banglore,1160,1,in-flight meal not included,13,55,24,3,2019,11134
Multiple Carriers,delhi,cochin,455,1,in-flight meal not included,11,40,24,6,2019,7268
Indigo,delhi,cochin,345,1,no info,2,0,6,3,2019,8025
Multiple Carriers,delhi,cochin,825,1,no info,6,0,9,3,2019,13941
Jet Airways,delhi,cochin,1475,1,in-flight meal not included,18,15,9,3,2019,14053
Spicejet,mumbai,hyderabad,90,0,no info,13,15,6,5,2019,2017
Air India,delhi,cochin,1395,2,no info,20,0,15,6,2019,11071
Multiple Carriers,delhi,cochin,765,1,no info,9,45,24,6,2019,9646
Jet Airways,delhi,cochin,715,1,in-flight meal not included,7,5,21,5,2019,12239
Air India,delhi,cochin,1485,2,no info,18,30,27,5,2019,12488
Indigo,delhi,cochin,275,1,no info,7,35,12,6,2019,5054
Air India,delhi,cochin,1275,2,no info,22,0,15,5,2019,11281
Jet Airways,delhi,cochin,1015,1,no info,11,30,3,3,2019,19828
Vistara,kolkata,banglore,1065,1,no info,17,0,9,6,2019,9922
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,5,45,3,4,2019,1965
Spicejet,chennai,kolkata,140,0,no info,17,45,27,6,2019,3597
Spicejet,banglore,delhi,160,0,no info,5,55,15,6,2019,4423
Jet Airways,kolkata,banglore,910,1,in-flight meal not included,18,55,24,5,2019,8586
Spicejet,banglore,delhi,170,0,no check-in baggage included,9,30,3,4,2019,3919
Jet Airways,delhi,cochin,1235,1,in-flight meal not included,16,0,3,6,2019,10262
Air India,banglore,new delhi,2105,2,no info,11,5,3,3,2019,11791
Air India,delhi,cochin,705,1,no info,20,30,6,3,2019,10566
Multiple Carriers,delhi,cochin,720,1,no info,9,0,6,3,2019,15078
Vistara,banglore,delhi,170,0,no info,21,0,9,4,2019,5403
Air India,mumbai,hyderabad,75,0,no info,19,30,3,4,2019,2050
Air Asia,banglore,new delhi,165,0,red-eye flight,23,25,1,3,2019,10873
Jet Airways,banglore,delhi,180,0,no info,17,45,3,4,2019,7229
Multiple Carriers,delhi,cochin,840,1,no info,11,30,15,5,2019,13727
Air India,kolkata,banglore,1210,2,no info,9,25,9,6,2019,11642
Air Asia,kolkata,banglore,150,0,no info,9,45,21,5,2019,4409
Multiple Carriers,delhi,cochin,375,1,no info,13,0,27,6,2019,14848
Jet Airways,kolkata,banglore,855,1,no info,6,30,15,5,2019,14781
Spicejet,chennai,kolkata,135,0,no check-in baggage included,9,45,1,6,2019,3543
Indigo,chennai,kolkata,140,0,no info,7,55,3,6,2019,3850
Jet Airways,delhi,cochin,865,1,in-flight meal not included,14,0,18,5,2019,12373
Jet Airways,banglore,delhi,185,0,in-flight meal not included,18,55,21,4,2019,4544
Indigo,kolkata,banglore,155,0,no info,15,20,24,3,2019,6985
Jet Airways,delhi,cochin,1165,1,in-flight meal not included,9,0,9,5,2019,12373
Multiple Carriers,delhi,cochin,485,2,no info,13,15,9,3,2019,11560
Jet Airways,banglore,delhi,175,0,in-flight meal not included,15,15,24,5,2019,4544
Jet Airways,kolkata,banglore,395,1,no info,17,0,12,6,2019,12692
Air India,banglore,new delhi,920,1,no info,22,0,1,3,2019,21130
Jet Airways,kolkata,banglore,795,1,in-flight meal not included,18,55,24,3,2019,11134
Indigo,banglore,new delhi,165,0,no info,6,0,21,3,2019,5734
Jet Airways,delhi,cochin,745,1,no info,16,0,3,3,2019,17234
Indigo,kolkata,banglore,165,0,no info,10,10,18,3,2019,4462
Jet Airways,delhi,cochin,1530,1,no info,17,30,9,5,2019,15554
Indigo,delhi,cochin,570,1,no info,16,0,15,6,2019,6316
Jet Airways,delhi,cochin,550,1,in-flight meal not included,19,15,6,6,2019,10262
Jet Airways,mumbai,hyderabad,85,0,in-flight meal not included,7,5,18,5,2019,4050
Indigo,kolkata,banglore,165,0,no info,9,35,24,4,2019,4804
Air India,delhi,cochin,180,0,no info,14,10,18,4,2019,6094
Air India,banglore,delhi,165,0,no info,10,0,27,4,2019,5228
Indigo,delhi,cochin,320,1,no info,6,50,15,4,2019,5761
Jet Airways,delhi,cochin,1145,1,in-flight meal not included,17,30,24,6,2019,10262
Jet Airways,delhi,cochin,810,2,no info,5,30,9,6,2019,13014
Vistara,banglore,delhi,155,0,no info,17,0,3,6,2019,4878
Indigo,mumbai,hyderabad,95,0,no info,20,5,1,5,2019,2227
Spicejet,chennai,kolkata,135,0,no check-in baggage included,8,20,15,6,2019,3543
Air India,delhi,cochin,965,1,no info,17,20,21,3,2019,6482
Multiple Carriers,delhi,cochin,850,2,in-flight meal not included,7,10,3,3,2019,8938
Jet Airways,mumbai,hyderabad,85,0,in-flight meal not included,2,55,12,5,2019,4050
Jet Airways,banglore,new delhi,935,1,no info,5,45,1,3,2019,27992
Air India,banglore,new delhi,240,1,no info,8,15,15,3,2019,5013
Jet Airways,kolkata,banglore,665,1,in-flight meal not included,21,10,12,5,2019,8586
Air Asia,kolkata,banglore,155,0,no info,10,20,6,3,2019,4384
Spicejet,kolkata,banglore,340,1,no info,15,5,24,3,2019,6197
Jet Airways,kolkata,banglore,800,1,no info,20,0,21,5,2019,14781
Multiple Carriers,delhi,cochin,455,1,no info,11,40,12,6,2019,8266
Multiple Carriers,delhi,cochin,570,1,no info,11,30,27,5,2019,13587
Jet Airways,kolkata,banglore,800,1,in-flight meal not included,20,0,1,5,2019,9663
Spicejet,chennai,kolkata,155,0,no check-in baggage included,9,30,24,3,2019,3807
Spicejet,mumbai,hyderabad,85,0,no info,22,45,24,3,2019,2227
Indigo,kolkata,banglore,170,0,no info,5,30,12,3,2019,4148
Air India,delhi,cochin,170,0,no info,5,10,15,4,2019,6094
Multiple Carriers,delhi,cochin,755,1,no info,13,0,21,3,2019,13542
Vistara,kolkata,banglore,385,1,no info,17,0,12,6,2019,8610
Air India,delhi,cochin,1180,2,no info,12,0,27,6,2019,9653
Multiple Carriers,delhi,cochin,625,1,no info,8,25,6,3,2019,15135
Jet Airways,banglore,delhi,175,0,no info,15,15,9,6,2019,8016
Indigo,banglore,delhi,175,0,no info,18,25,21,4,2019,4823
Jet Airways,banglore,delhi,185,0,in-flight meal not included,18,55,3,4,2019,4544
Indigo,mumbai,hyderabad,90,0,no info,2,30,18,3,2019,2754
Jet Airways,kolkata,banglore,1090,1,no info,14,5,1,5,2019,13941
Air India,kolkata,banglore,1345,2,no info,7,0,15,5,2019,14424
Air Asia,kolkata,banglore,150,0,no info,19,35,6,3,2019,4384
Indigo,kolkata,banglore,155,0,no info,20,20,18,5,2019,4804
Jet Airways,kolkata,banglore,850,1,in-flight meal not included,8,25,18,5,2019,10844
Jet Airways,delhi,cochin,360,1,in-flight meal not included,13,0,27,6,2019,10262
Vistara,delhi,cochin,190,0,no info,14,40,3,6,2019,6216
Jet Airways,delhi,cochin,1280,1,no info,7,5,27,3,2019,12452
Air India,delhi,cochin,1420,2,no info,9,45,3,6,2019,10975
Jet Airways,delhi,cochin,820,2,in-flight meal not included,5,10,27,3,2019,8518
Air India,banglore,new delhi,1075,2,no info,5,50,15,3,2019,7664
Indigo,kolkata,banglore,160,0,no info,21,25,6,4,2019,4174
Jet Airways,kolkata,banglore,730,1,no info,16,30,24,5,2019,14571
Vistara,kolkata,banglore,1550,1,no info,17,0,15,5,2019,9345
Air India,mumbai,hyderabad,90,0,no info,13,55,21,6,2019,3100
Jet Airways,kolkata,banglore,1595,1,in-flight meal not included,20,0,21,5,2019,10844
Jet Airways,delhi,cochin,715,1,in-flight meal not included,7,5,9,6,2019,10262
Jet Airways,kolkata,banglore,475,1,no info,8,25,6,5,2019,14781
Multiple Carriers,delhi,cochin,840,1,no info,7,0,15,5,2019,8073
Jet Airways,kolkata,banglore,840,1,no info,9,35,12,5,2019,14151
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,19,35,9,5,2019,2759
Air India,delhi,cochin,2295,2,no info,5,0,9,6,2019,9968
Vistara,banglore,delhi,170,0,no info,9,45,1,4,2019,5403
Jet Airways,delhi,cochin,195,0,in-flight meal not included,11,0,3,6,2019,7202
Jet Airways,kolkata,banglore,735,1,no info,20,0,12,5,2019,13941
Indigo,banglore,delhi,175,0,no info,18,55,9,4,2019,4823
Indigo,banglore,delhi,170,0,no info,23,30,3,4,2019,4591
Multiple Carriers,delhi,cochin,780,1,no info,6,0,18,5,2019,9794
Multiple Carriers,delhi,cochin,835,1,in-flight meal not included,7,5,12,6,2019,10406
Indigo,banglore,delhi,170,0,no info,10,10,15,5,2019,3943
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,19,35,6,5,2019,2228
Multiple Carriers,delhi,cochin,695,2,no info,9,45,27,3,2019,6653
Air India,delhi,cochin,765,1,no info,20,40,1,5,2019,7480
Jet Airways,delhi,cochin,1395,1,in-flight meal not included,19,45,27,6,2019,10262
Jet Airways,kolkata,banglore,1360,1,in-flight meal not included,21,10,15,5,2019,10844
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,22,45,15,5,2019,1965
Multiple Carriers,delhi,cochin,540,1,no info,10,0,6,6,2019,12717
Indigo,mumbai,hyderabad,85,0,no info,6,20,1,3,2019,17501
Multiple Carriers,delhi,cochin,600,1,no info,9,15,27,5,2019,9149
Jet Airways,kolkata,banglore,875,1,in-flight meal not included,14,5,6,5,2019,9663
Multiple Carriers,delhi,cochin,630,1,no info,8,30,9,5,2019,9627
Indigo,delhi,cochin,810,1,no info,7,30,24,5,2019,7006
